,learning_rate,gamma,clip_range,ent_coef,n_steps,gae_lambda,randomization distribution,policy,network,tuned method,eval episodes,source-source reward,source-target reward,target-target reward
162,0.0001,0.99,0.1,0,1024,0.95,not randomized,MlpPolicy,mlp,grid,50,473.3842886,520.28947294,592.8978788
163,0.0001,0.99,0.1,0,1024,0.96,not randomized,MlpPolicy,mlp,grid,50,1163.70204896,1180.0597073,852.3095143200002
164,0.0001,0.99,0.1,0,1024,0.97,not randomized,MlpPolicy,mlp,grid,50,1180.0600526800001,1157.8450768,1376.0658903800002
165,0.0001,0.99,0.1,0,2048,0.95,not randomized,MlpPolicy,mlp,grid,50,1091.25777296,1179.14650072,1409.5782406599997
166,0.0001,0.99,0.1,0,2048,0.96,not randomized,MlpPolicy,mlp,grid,50,1495.6533727800002,1375.7452944999998,709.8896973
167,0.0001,0.99,0.1,0,2048,0.97,not randomized,MlpPolicy,mlp,grid,50,1266.2711687,1411.48577394,1324.50971192
168,0.0001,0.99,0.1,0,4096,0.95,not randomized,MlpPolicy,mlp,grid,50,1256.26894446,1267.10873726,825.24269002
169,0.0001,0.99,0.1,0,4096,0.96,not randomized,MlpPolicy,mlp,grid,50,1380.9835383200002,1104.1977192799998,1504.8695152200003
170,0.0001,0.99,0.1,0,4096,0.97,not randomized,MlpPolicy,mlp,grid,50,1343.66030168,1405.8947966,1225.81694436
171,0.0001,0.99,0.2,0,1024,0.95,not randomized,MlpPolicy,mlp,grid,50,1060.18366596,1031.9353064,1253.1662197199998
172,0.0001,0.99,0.2,0,1024,0.96,not randomized,MlpPolicy,mlp,grid,50,575.5091535799999,473.15122914,1258.8093323
173,0.0001,0.99,0.2,0,1024,0.97,not randomized,MlpPolicy,mlp,grid,50,663.9623918000001,741.4389149800002,1173.6533129
174,0.0001,0.99,0.2,0,2048,0.95,not randomized,MlpPolicy,mlp,grid,50,174.03966884000002,183.69338786,1344.7135220800003
175,0.0001,0.99,0.2,0,2048,0.96,not randomized,MlpPolicy,mlp,grid,50,1069.24349274,996.13555582,1187.94686484
176,0.0001,0.99,0.2,0,2048,0.97,not randomized,MlpPolicy,mlp,grid,50,850.7230007199998,741.95993652,922.54213238
177,0.0001,0.99,0.2,0,4096,0.95,not randomized,MlpPolicy,mlp,grid,50,1268.846844,1388.49083576,1302.29002384
178,0.0001,0.99,0.2,0,4096,0.96,not randomized,MlpPolicy,mlp,grid,50,1304.37842764,1272.5274031400002,579.38661178
179,0.0001,0.99,0.2,0,4096,0.97,not randomized,MlpPolicy,mlp,grid,50,1324.9156081200001,1520.6937525199996,1332.69169322
180,0.0001,0.99,0.3,0,1024,0.95,not randomized,MlpPolicy,mlp,grid,50,976.68168374,1040.91108768,1226.5246315200002
181,0.0001,0.99,0.3,0,1024,0.96,not randomized,MlpPolicy,mlp,grid,50,582.25222464,643.6181514599999,473.11102006
182,0.0001,0.99,0.3,0,1024,0.97,not randomized,MlpPolicy,mlp,grid,50,484.0948038199999,481.92322072,427.62067146000004
183,0.0001,0.99,0.3,0,2048,0.95,not randomized,MlpPolicy,mlp,grid,50,1179.7464127199999,1221.33481004,1236.73231964
184,0.0001,0.99,0.3,0,2048,0.96,not randomized,MlpPolicy,mlp,grid,50,1268.08354744,1338.5061605199996,508.23337712
185,0.0001,0.99,0.3,0,2048,0.97,not randomized,MlpPolicy,mlp,grid,50,1451.56670278,1316.45105392,706.0019113799999
186,0.0001,0.99,0.3,0,4096,0.95,not randomized,MlpPolicy,mlp,grid,50,793.0138360400001,1219.8519800000001,1342.18766474
187,0.0001,0.99,0.3,0,4096,0.96,not randomized,MlpPolicy,mlp,grid,50,1079.4493637599999,682.41835326,1247.4873585399998
188,0.0001,0.99,0.3,0,4096,0.97,not randomized,MlpPolicy,mlp,grid,50,1628.5248165799997,1603.1845453600001,1331.82314552
189,0.0001,1.0,0.1,0,1024,0.95,not randomized,MlpPolicy,mlp,grid,50,557.0823620399999,563.66930646,804.51708502
190,0.0001,1.0,0.1,0,1024,0.96,not randomized,MlpPolicy,mlp,grid,50,571.44506122,518.5277975199999,511.43423200000007
191,0.0001,1.0,0.1,0,1024,0.97,not randomized,MlpPolicy,mlp,grid,50,1064.84061806,1084.8669879000001,1059.35158924
192,0.0001,1.0,0.1,0,2048,0.95,not randomized,MlpPolicy,mlp,grid,50,1065.95179866,1061.28753,831.1102958600001
193,0.0001,1.0,0.1,0,2048,0.96,not randomized,MlpPolicy,mlp,grid,50,1092.5225754399999,461.01300069999996,1004.1494701999999
194,0.0001,1.0,0.1,0,2048,0.97,not randomized,MlpPolicy,mlp,grid,50,849.4828654600001,950.0462106,1100.6367563
195,0.0001,1.0,0.1,0,4096,0.95,not randomized,MlpPolicy,mlp,grid,50,1257.9328967,1198.0459532200002,1105.9879096999998
196,0.0001,1.0,0.1,0,4096,0.96,not randomized,MlpPolicy,mlp,grid,50,1069.5941167400001,841.8839352200001,1064.31906394
197,0.0001,1.0,0.1,0,4096,0.97,not randomized,MlpPolicy,mlp,grid,50,1369.1615746599998,1256.47722956,888.1507207399998
198,0.0001,1.0,0.2,0,1024,0.95,not randomized,MlpPolicy,mlp,grid,50,557.2478373,757.2997978000001,839.7876593200001
199,0.0001,1.0,0.2,0,1024,0.96,not randomized,MlpPolicy,mlp,grid,50,714.2334982199999,742.17750466,649.5479691400001
200,0.0001,1.0,0.2,0,1024,0.97,not randomized,MlpPolicy,mlp,grid,50,612.5523225400001,643.46052976,953.3730332399999
201,0.0001,1.0,0.2,0,2048,0.95,not randomized,MlpPolicy,mlp,grid,50,1146.1704205,1094.8514631799999,703.5940951
202,0.0001,1.0,0.2,0,2048,0.96,not randomized,MlpPolicy,mlp,grid,50,1284.2868603399997,1149.6343879400001,1166.56910464
203,0.0001,1.0,0.2,0,2048,0.97,not randomized,MlpPolicy,mlp,grid,50,443.19640920000006,437.6314643399999,858.3704769399999
204,0.0001,1.0,0.2,0,4096,0.95,not randomized,MlpPolicy,mlp,grid,50,632.2673780599999,824.6548650999998,1275.48489196
205,0.0001,1.0,0.2,0,4096,0.96,not randomized,MlpPolicy,mlp,grid,50,1341.5321314999999,1186.7964819,565.11385812
206,0.0001,1.0,0.2,0,4096,0.97,not randomized,MlpPolicy,mlp,grid,50,1216.2062705399999,1161.2232112,1154.0015336
207,0.0001,1.0,0.3,0,1024,0.95,not randomized,MlpPolicy,mlp,grid,50,1151.12293032,377.2335131,555.8907776599999
208,0.0001,1.0,0.3,0,1024,0.96,not randomized,MlpPolicy,mlp,grid,50,965.7155069600001,605.2415620799999,575.40828658
209,0.0001,1.0,0.3,0,1024,0.97,not randomized,MlpPolicy,mlp,grid,50,868.8467191599999,931.1219693999999,676.2258608800001
210,0.0001,1.0,0.3,0,2048,0.95,not randomized,MlpPolicy,mlp,grid,50,427.4512636,496.8798287000001,465.3182703999999
211,0.0001,1.0,0.3,0,2048,0.96,not randomized,MlpPolicy,mlp,grid,50,1058.87070894,948.36872086,514.26436546
212,0.0001,1.0,0.3,0,2048,0.97,not randomized,MlpPolicy,mlp,grid,50,946.7480982000001,937.590699,1109.23699692
213,0.0001,1.0,0.3,0,4096,0.95,not randomized,MlpPolicy,mlp,grid,50,980.7791245799999,932.1545879199999,798.9691347
214,0.0001,1.0,0.3,0,4096,0.96,not randomized,MlpPolicy,mlp,grid,50,1235.6954887800002,707.5039323,1104.29559202
215,0.0001,1.0,0.3,0,4096,0.97,not randomized,MlpPolicy,mlp,grid,50,1172.7636959999998,584.6665257,357.91949854000006
216,1e-05,0.97,0.1,0,1024,0.95,not randomized,MlpPolicy,mlp,grid,50,325.92083822,318.49266762,185.01930286000004
217,1e-05,0.97,0.1,0,1024,0.96,not randomized,MlpPolicy,mlp,grid,50,309.62144565999995,361.76611864,468.6919964599999
218,1e-05,0.97,0.1,0,1024,0.97,not randomized,MlpPolicy,mlp,grid,50,179.64395988000004,183.36264862,342.7820636
219,1e-05,0.97,0.1,0,2048,0.95,not randomized,MlpPolicy,mlp,grid,50,178.84305129999996,183.12600602000003,378.3253426
220,1e-05,0.97,0.1,0,2048,0.96,not randomized,MlpPolicy,mlp,grid,50,176.81040062,179.0454205,575.72721672
221,1e-05,0.97,0.1,0,2048,0.97,not randomized,MlpPolicy,mlp,grid,50,324.8655273,199.75658444000004,194.04369309999998
222,1e-05,0.97,0.1,0,4096,0.95,not randomized,MlpPolicy,mlp,grid,50,320.24510397999995,531.19146022,371.07606201999994
223,1e-05,0.97,0.1,0,4096,0.96,not randomized,MlpPolicy,mlp,grid,50,261.46543884,343.25974396,186.50905265999998
224,1e-05,0.97,0.1,0,4096,0.97,not randomized,MlpPolicy,mlp,grid,50,190.31858474000003,194.72537281999996,310.73280436
225,1e-05,0.97,0.2,0,1024,0.95,not randomized,MlpPolicy,mlp,grid,50,320.04921719999993,364.18317006000007,311.49604286
226,1e-05,0.97,0.2,0,1024,0.96,not randomized,MlpPolicy,mlp,grid,50,346.46979473999994,320.02006758000005,373.6389166
227,1e-05,0.97,0.2,0,1024,0.97,not randomized,MlpPolicy,mlp,grid,50,314.3790094,206.13323352000003,183.70789148
228,1e-05,0.97,0.2,0,2048,0.95,not randomized,MlpPolicy,mlp,grid,50,385.54488606,428.87685218000007,307.70741802000003
229,1e-05,0.97,0.2,0,2048,0.96,not randomized,MlpPolicy,mlp,grid,50,173.89039730000002,179.48956421999995,250.13616994
230,1e-05,0.97,0.2,0,2048,0.97,not randomized,MlpPolicy,mlp,grid,50,259.46496496,388.55007543999994,313.30297903999997
231,1e-05,0.97,0.2,0,4096,0.95,not randomized,MlpPolicy,mlp,grid,50,183.28706365999997,188.17849858000002,176.47139186
232,1e-05,0.97,0.2,0,4096,0.96,not randomized,MlpPolicy,mlp,grid,50,289.82351056,459.14272704,558.43972426
233,1e-05,0.97,0.2,0,4096,0.97,not randomized,MlpPolicy,mlp,grid,50,275.33936042,194.66005408,185.80830058
234,1e-05,0.97,0.3,0,1024,0.95,not randomized,MlpPolicy,mlp,grid,50,271.94354431999994,329.07971738,364.00031373999997
235,1e-05,0.97,0.3,0,1024,0.96,not randomized,MlpPolicy,mlp,grid,50,318.17879494,204.85730878,358.63211311999993
236,1e-05,0.97,0.3,0,1024,0.97,not randomized,MlpPolicy,mlp,grid,50,405.11967905999995,283.84425698,239.55165806000002
237,1e-05,0.97,0.3,0,2048,0.95,not randomized,MlpPolicy,mlp,grid,50,325.47733448,428.16171946000003,195.90787518000002
238,1e-05,0.97,0.3,0,2048,0.96,not randomized,MlpPolicy,mlp,grid,50,360.76204021999996,475.72533341999997,184.6411211
239,1e-05,0.97,0.3,0,2048,0.97,not randomized,MlpPolicy,mlp,grid,50,180.54701996,185.21874758000004,383.87951424
240,1e-05,0.97,0.3,0,4096,0.95,not randomized,MlpPolicy,mlp,grid,50,225.59359953999996,309.13828316,402.20628023999996
241,1e-05,0.97,0.3,0,4096,0.96,not randomized,MlpPolicy,mlp,grid,50,266.62100196,297.80428766,411.91072554000004
242,1e-05,0.97,0.3,0,4096,0.97,not randomized,MlpPolicy,mlp,grid,50,249.89987159999998,374.90879171999995,195.39550292
243,1e-05,0.98,0.1,0,1024,0.95,not randomized,MlpPolicy,mlp,grid,50,325.7931674000001,411.87099016,191.54975874
244,1e-05,0.98,0.1,0,1024,0.96,not randomized,MlpPolicy,mlp,grid,50,177.21365672,179.31393482,187.3080954
245,1e-05,0.98,0.1,0,1024,0.97,not randomized,MlpPolicy,mlp,grid,50,180.07036741999997,184.07278362,354.05202555999995
246,1e-05,0.98,0.1,0,2048,0.95,not randomized,MlpPolicy,mlp,grid,50,327.85202993999997,322.17350496,313.14677214000005
247,1e-05,0.98,0.1,0,2048,0.96,not randomized,MlpPolicy,mlp,grid,50,392.78693721999997,504.0565057,199.2151961
248,1e-05,0.98,0.1,0,2048,0.97,not randomized,MlpPolicy,mlp,grid,50,180.79400657999997,184.71688262000004,192.49626766
249,1e-05,0.98,0.1,0,4096,0.95,not randomized,MlpPolicy,mlp,grid,50,326.34569884000007,415.25415156,202.51947084
250,1e-05,0.98,0.1,0,4096,0.96,not randomized,MlpPolicy,mlp,grid,50,176.62697087999996,453.8872567,392.93725632
251,1e-05,0.98,0.1,0,4096,0.97,not randomized,MlpPolicy,mlp,grid,50,277.59690312,403.3660299399999,330.43548910000004
252,1e-05,0.98,0.2,0,1024,0.95,not randomized,MlpPolicy,mlp,grid,50,421.50676877999996,407.33193631999995,191.70553798
253,1e-05,0.98,0.2,0,1024,0.96,not randomized,MlpPolicy,mlp,grid,50,324.85839788,417.13096515999996,528.4421897999999
254,1e-05,0.98,0.2,0,1024,0.97,not randomized,MlpPolicy,mlp,grid,50,190.28916764000002,194.73924336,217.80622512
255,1e-05,0.98,0.2,0,2048,0.95,not randomized,MlpPolicy,mlp,grid,50,311.48433288,461.66712788000007,414.9421124400001
256,1e-05,0.98,0.2,0,2048,0.96,not randomized,MlpPolicy,mlp,grid,50,621.4434999399999,638.36859888,439.87691628
257,1e-05,0.98,0.2,0,2048,0.97,not randomized,MlpPolicy,mlp,grid,50,369.04813751999995,420.97458145999997,300.4402644
258,1e-05,0.98,0.2,0,4096,0.95,not randomized,MlpPolicy,mlp,grid,50,390.61399847999996,456.50154369999996,179.45483086000002
259,1e-05,0.98,0.2,0,4096,0.96,not randomized,MlpPolicy,mlp,grid,50,183.11689414,188.56345700000006,193.10842133999998
260,1e-05,0.98,0.2,0,4096,0.97,not randomized,MlpPolicy,mlp,grid,50,278.7376815,253.78805640000002,644.18650534
261,1e-05,0.98,0.3,0,1024,0.95,not randomized,MlpPolicy,mlp,grid,50,266.65729654,194.47060316,410.32493947999995
262,1e-05,0.98,0.3,0,1024,0.96,not randomized,MlpPolicy,mlp,grid,50,255.09262376000007,440.8688996200001,232.33746695999997
263,1e-05,0.98,0.3,0,1024,0.97,not randomized,MlpPolicy,mlp,grid,50,175.28724576000002,211.20446990000005,578.1661652800001
264,1e-05,0.98,0.3,0,2048,0.95,not randomized,MlpPolicy,mlp,grid,50,186.09922877999998,191.24048582,198.01090077999993
265,1e-05,0.98,0.3,0,2048,0.96,not randomized,MlpPolicy,mlp,grid,50,255.31864872000003,273.72353512,189.29245876000002
266,1e-05,0.98,0.3,0,2048,0.97,not randomized,MlpPolicy,mlp,grid,50,186.57357234,191.89768312,563.24985936
267,1e-05,0.98,0.3,0,4096,0.95,not randomized,MlpPolicy,mlp,grid,50,382.63714866000004,444.28703384,360.26408646
268,1e-05,0.98,0.3,0,4096,0.96,not randomized,MlpPolicy,mlp,grid,50,294.41488048,408.41269152,310.04542576
269,1e-05,0.98,0.3,0,4096,0.97,not randomized,MlpPolicy,mlp,grid,50,381.94419782,522.98954654,188.74920676000005
270,1e-05,0.99,0.1,0,1024,0.95,not randomized,MlpPolicy,mlp,grid,50,250.20686550000002,344.9923237,189.37654150000003
271,1e-05,0.99,0.1,0,1024,0.96,not randomized,MlpPolicy,mlp,grid,50,192.85056318,197.19556742,402.28105158
272,1e-05,0.99,0.1,0,1024,0.97,not randomized,MlpPolicy,mlp,grid,50,413.0156744000001,373.89726804000003,343.00636876
273,1e-05,0.99,0.1,0,2048,0.95,not randomized,MlpPolicy,mlp,grid,50,401.67650151999993,430.71773814000005,209.28218176000001
274,1e-05,0.99,0.1,0,2048,0.96,not randomized,MlpPolicy,mlp,grid,50,386.63516919999995,288.54545337999997,254.97231380000002
275,1e-05,0.99,0.1,0,2048,0.97,not randomized,MlpPolicy,mlp,grid,50,249.27383892,241.10630156,192.13539574000004
276,1e-05,0.99,0.1,0,4096,0.95,not randomized,MlpPolicy,mlp,grid,50,191.47106132000002,195.96228521999998,459.26561286
277,1e-05,0.99,0.1,0,4096,0.96,not randomized,MlpPolicy,mlp,grid,50,189.84119238000002,194.21867052000002,206.82612561999997
278,1e-05,0.99,0.1,0,4096,0.97,not randomized,MlpPolicy,mlp,grid,50,196.64087682000002,201.08833650000005,208.24401092000005
279,1e-05,0.99,0.2,0,1024,0.95,not randomized,MlpPolicy,mlp,grid,50,184.70900138000005,189.55819418000002,347.97752855999994
280,1e-05,0.99,0.2,0,1024,0.96,not randomized,MlpPolicy,mlp,grid,50,326.4246501,411.85144284,299.84557836
281,1e-05,0.99,0.2,0,1024,0.97,not randomized,MlpPolicy,mlp,grid,50,192.59442518,197.5785418,322.86232141999994
282,1e-05,0.99,0.2,0,2048,0.95,not randomized,MlpPolicy,mlp,grid,50,515.44872834,304.07887600000004,486.9509135
283,1e-05,0.99,0.2,0,2048,0.96,not randomized,MlpPolicy,mlp,grid,50,420.50333194,522.4821722,200.90328628
284,1e-05,0.99,0.2,0,2048,0.97,not randomized,MlpPolicy,mlp,grid,50,428.45771772,379.47985,396.04658524000007
285,1e-05,0.99,0.2,0,4096,0.95,not randomized,MlpPolicy,mlp,grid,50,234.35111132000003,223.50927056,289.40534094000003
286,1e-05,0.99,0.2,0,4096,0.96,not randomized,MlpPolicy,mlp,grid,50,416.28369682000005,354.5993969600001,277.66859533999997
287,1e-05,0.99,0.2,0,4096,0.97,not randomized,MlpPolicy,mlp,grid,50,379.00289514,350.34462718000003,201.89355204
288,1e-05,0.99,0.3,0,1024,0.95,not randomized,MlpPolicy,mlp,grid,50,451.43775170000004,511.10600588,294.09712964
289,1e-05,0.99,0.3,0,1024,0.96,not randomized,MlpPolicy,mlp,grid,50,271.78415837999995,412.4176409199999,200.93006653999998
290,1e-05,0.99,0.3,0,1024,0.97,not randomized,MlpPolicy,mlp,grid,50,447.548989,393.41240636000003,207.0227606
291,1e-05,0.99,0.3,0,2048,0.95,not randomized,MlpPolicy,mlp,grid,50,462.59795174,399.3630744799999,374.15300890000003
292,1e-05,0.99,0.3,0,2048,0.96,not randomized,MlpPolicy,mlp,grid,50,439.53195395999995,514.7607229399999,512.44960848
293,1e-05,0.99,0.3,0,2048,0.97,not randomized,MlpPolicy,mlp,grid,50,349.99336303999996,398.65883885999995,339.48888666
294,1e-05,0.99,0.3,0,4096,0.95,not randomized,MlpPolicy,mlp,grid,50,318.72499704,334.80513724,416.49613777999997
295,1e-05,0.99,0.3,0,4096,0.96,not randomized,MlpPolicy,mlp,grid,50,199.34200246,204.80155022,205.51801491999998
296,1e-05,0.99,0.3,0,4096,0.97,not randomized,MlpPolicy,mlp,grid,50,304.3895759,307.68968694,234.86928769999997
297,1e-05,1.0,0.1,0,1024,0.95,not randomized,MlpPolicy,mlp,grid,50,323.76955544,384.96524496000006,192.07451672
298,1e-05,1.0,0.1,0,1024,0.96,not randomized,MlpPolicy,mlp,grid,50,643.1702946400001,436.3886474800001,201.07275421999998
299,1e-05,1.0,0.1,0,1024,0.97,not randomized,MlpPolicy,mlp,grid,50,240.98863146,261.14771064,221.75061132000002
300,1e-05,1.0,0.1,0,2048,0.95,not randomized,MlpPolicy,mlp,grid,50,435.33122297999995,448.777613,197.9992534
301,1e-05,1.0,0.1,0,2048,0.96,not randomized,MlpPolicy,mlp,grid,50,417.3793052200001,417.7472219,294.01525324
302,1e-05,1.0,0.1,0,2048,0.97,not randomized,MlpPolicy,mlp,grid,50,347.33275285999997,347.44451218,346.97831326
303,1e-05,1.0,0.1,0,4096,0.95,not randomized,MlpPolicy,mlp,grid,50,280.07808115999995,301.34667900000005,207.76736632000004
304,1e-05,1.0,0.1,0,4096,0.96,not randomized,MlpPolicy,mlp,grid,50,363.02596258,373.28701540000003,210.85294646
305,1e-05,1.0,0.1,0,4096,0.97,not randomized,MlpPolicy,mlp,grid,50,255.01077546,251.89423646000003,372.59817150000003
306,1e-05,1.0,0.2,0,1024,0.95,not randomized,MlpPolicy,mlp,grid,50,506.4067159600001,526.5425562199999,437.83860908
307,1e-05,1.0,0.2,0,1024,0.96,not randomized,MlpPolicy,mlp,grid,50,259.84149524000003,266.42477615999996,492.83197894000006
308,1e-05,1.0,0.2,0,1024,0.97,not randomized,MlpPolicy,mlp,grid,50,199.73276076,203.82889349999996,195.49200394000002
309,1e-05,1.0,0.2,0,2048,0.95,not randomized,MlpPolicy,mlp,grid,50,473.52079724,480.67738712,333.43837439999993
310,1e-05,1.0,0.2,0,2048,0.96,not randomized,MlpPolicy,mlp,grid,50,200.48322644,205.35394044,205.96671874
311,1e-05,1.0,0.2,0,2048,0.97,not randomized,MlpPolicy,mlp,grid,50,365.13911182000004,357.58936808,202.39389328000001
312,1e-05,1.0,0.2,0,4096,0.95,not randomized,MlpPolicy,mlp,grid,50,182.48459643999996,183.95619788,187.82386517999998
313,1e-05,1.0,0.2,0,4096,0.96,not randomized,MlpPolicy,mlp,grid,50,386.30168486,399.04641708,322.71821466
314,1e-05,1.0,0.2,0,4096,0.97,not randomized,MlpPolicy,mlp,grid,50,334.29315138,328.97158776,220.42406684000002
315,1e-05,1.0,0.3,0,1024,0.95,not randomized,MlpPolicy,mlp,grid,50,610.4021162,659.3086895399999,413.6339064200001
316,1e-05,1.0,0.3,0,1024,0.96,not randomized,MlpPolicy,mlp,grid,50,205.08339594,209.67925269999995,206.37134622000002
317,1e-05,1.0,0.3,0,1024,0.97,not randomized,MlpPolicy,mlp,grid,50,305.83076132,311.3224889,211.49570867999998
318,1e-05,1.0,0.3,0,2048,0.95,not randomized,MlpPolicy,mlp,grid,50,188.71355754,191.21126059999997,357.6117788799999
319,1e-05,1.0,0.3,0,2048,0.96,not randomized,MlpPolicy,mlp,grid,50,192.72550536000003,197.73337174,214.13185416
320,1e-05,1.0,0.3,0,2048,0.97,not randomized,MlpPolicy,mlp,grid,50,344.01405423999995,346.66980496,221.58803696000004
321,1e-05,1.0,0.3,0,4096,0.95,not randomized,MlpPolicy,mlp,grid,50,202.54555914,208.08014535999996,484.68233014
322,1e-05,1.0,0.3,0,4096,0.96,not randomized,MlpPolicy,mlp,grid,50,192.45899031999997,196.83913568,274.96783858
323,1e-05,1.0,0.3,0,4096,0.97,not randomized,MlpPolicy,mlp,grid,50,207.66776133999997,211.30901034,341.5766357000001
